Id,Name,IsActive,CreatedAt,CreatedBy,UpdatedAt,UpdatedBy
5d016441-03f7-44b4-8d8a-5f2fbb7b4ade,Pharmasia Limited,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
a3dc3dec-7532-4e3b-a22b-62bb6c81bf33,Pharmik Laboratories Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
537317ac-e5b3-48dd-bf32-892d062f91c7,Physic pharmaceuticals ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
2a97f02f-2ffa-4382-8c33-12f8240e75af,Popular Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
28efe2d2-03ad-4526-b4f3-0f8ae312b460,Premier Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
17ebfa86-d48e-4379-8d1a-12e76d14fbf6,Prime Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
1c2696aa-08d5-47cf-8cb6-f3370e135e80,Pristine Pharmaceuticals Ltd,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
00e96f7d-da42-47cd-a420-d40878e9ff01,Purnava Limited,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
6ddaa772-da57-4088-a8d2-ffe9b8a52a50,Quality Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
feb54ffc-a4f1-4422-bcbe-7ba44a3d2225,Radiant Export Import Enterprise,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
9d8b6497-8812-4714-b7f9-95d4fc107e6e,Radiant Nutraceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
3e43a791-7556-4996-a01a-46fedd4b8a03,Radiant Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
25751488-3e73-4f62-806a-7d38f5050350,Radius Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
e030d472-8ad0-4398-9c73-a46512f9f36d,Rangs Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
